,Name of the Company,BSE_Symbol,NSE_Symbol
2228,Rungta Irrigation Ltd,530449,
2229,Atal Realtech Ltd,543911,ATALREAL
2230,Soma Textiles & Industries Ltd,521034,SOMATEX
2231,Pioneer Embroideries Ltd,514300,PIONEEREMB
2232,Prime Industries Ltd,519299,
2233,Zenith Exports Ltd,512553,ZENITHEXPO
2234,Yaari Digital Integrated Services Ltd,533520,YAARI
2235,Suryalata Spinning Mills Ltd,514138,
2236,Dhanlaxmi Cotex Ltd,512485,
2237,Royal India Corporation Ltd,512047,
2238,Shilp Gravures Ltd,513709,
2239,Bilcare Ltd,526853,
2240,Scoobee Day Garments India Ltd,531234,
2241,HCP Plastene Bulkpack Ltd,526717,
2242,Binayaka Tex Processors Ltd,523054,
2243,Nagpur Power & Industries Ltd,532362,
2244,B A G Films & Media Ltd,532507,BAGFILMS
2245,Piccadily Sugar & Allied Inds Ltd,507498,
2246,TruCap Finance Ltd,540268,TRU
2247,Signet Industries Ltd,512131,SIGIND
2248,Visesh Infotecnics Ltd,532411,VISESHINFO
2249,Standard Industries Ltd,530017,SIL
2250,Mangalam Drugs and Organics Ltd,532637,MANGALAM
2251,Bengal Tea & Fabrics Ltd,532230,
2252,Beardsell Ltd,539447,BEARDSELL
2253,Sambhaav Media Ltd,511630,SAMBHAAV
2254,Tilak Ventures Ltd,503663,
2255,Capital Trust Ltd,511505,CAPTRUST
2256,Suryalakshmi Cotton Mills Ltd,521200,SURYALAXMI
2257,Precision Electronics Ltd,517258,
2258,DB (International) Stock Brokers Ltd,530393,DBSTOCKBRO
2259,Prithvi Exchange (India) Ltd,531688,
2260,Lotus Eye Hospital & Institute Ltd,532998,LOTUSEYE
2261,Daikaffil Chemicals India Ltd,530825,
2262,Baid Finserv Ltd,511724,BAIDFIN
2263,Goyal Aluminiums Ltd,541152,GOYALALUM
2264,KG Petrochem Ltd,531609,
2265,Simmonds Marshall Ltd,507998,
2266,Deep Polymers Ltd,541778,
2267,SNL Bearings Ltd,505827,
2268,Prakash Steelage Ltd,533239,PRAKASHSTL
2269,Sir Shadi Lal Enterprises Ltd,532879,
2270,Padam Cotton Yarns Ltd,531395,
2271,Salona Cotspin Ltd,590056,SALONA
2272,AI Champdany Industries Ltd,532806,
2273,Kranti Industries Ltd,542459,
2274,Maruti Infrastructure Ltd,531540,
2275,Texel Industries Ltd,526638,
2276,Reliance Chemotex Industries Ltd,503162,RELCHEMQ
2277,Palash Securities Ltd,540648,PALASHSECU
2278,KIC Metaliks Ltd,513693,
2279,Calcom Vision Ltd,517236,
2280,Vaswani Industries Ltd,533576,VASWANI
2281,Sampann Utpadan India Ltd,534598,SAMPANN
2282,Fiberweb (India) Ltd,507910,FIBERWEB
2283,ITL Industries Ltd,522183,
2284,Edvenswa Enterprises Ltd,517170,
2285,Genpharmasec Ltd,531592,
2286,Vibrant Global Capital Ltd,538732,
2287,Nettlinx Ltd,511658,
2288,Bharat Gears Ltd,505688,BHARATGEAR
2289,Kretto Syscon Ltd,531328,
2290,Kohinoor Foods Ltd,512559,KOHINOOR
2291,Basant Agro Tech (India) Ltd,524687,
2292,Saumya Consultants Ltd,539218,
2293,Bhandari Hosiery Exports Ltd,512608,BHANDARI
2294,Bodhi Tree Multimedia Ltd,543767,BTML
2295,Digidrive Distributors Ltd,544079,DIGIDRIVE
2296,TCI Industries Ltd,532262,
2297,Assam Entrade Ltd,542911,
2298,Lasa Supergenerics Ltd,540702,LASA
2299,Future Market Networks Ltd,533296,FMNL
2300,Omnitex Industries (India) Ltd,514324,
2301,Bihar Sponge Iron Ltd,500058,
2302,Brahmaputra Infrastructure Ltd,535693,
2303,Vandana Knitwear Ltd,532090,
2304,Bansal Roofing Products Ltd,538546,
2305,Modern Dairies Ltd,519287,
2306,Ausom Enterprise Ltd,509009,AUSOMENT
2307,Fortis Malar Hospitals Ltd,523696,
2308,Parvati Sweetners and Power Ltd,541347,
2309,SPL Industries Ltd,532651,SPLIL
2310,Landmarc Leisure Corporation Ltd,532275,
2311,Lambodhara Textiles Ltd,590075,LAMBODHARA
2312,Ambar Protein Industries Ltd,519471,
2313,Key Corp Ltd,507948,
2314,Regency Ceramics Ltd,515018,REGENCERAM
2315,JHS Svendgaard Laboratories Ltd,532771,JHS
2316,National Fittings Ltd,531289,
2317,Kakatiya Cement Sugar & Industries Ltd,500234,KAKATCEM
2318,Bhilwara Spinners Ltd,514272,
2319,Excel Realty N Infra Ltd,533090,EXCEL
2320,B N Rathi Securities Ltd,523019,
2321,Raja Bahadur International Ltd,503127,
2322,Rexnord Electronics & Controls Ltd,531888,
2323,Standard Capital Markets Ltd,511700,
2324,Cambridge Technology Enterprises Ltd,532801,CTE
2325,Semac Consultants Ltd,505368,SEMAC
2326,Narbada Gems & Jewellery Ltd,519455,
2327,Rishiroop Ltd,526492,
2328,Advik Capital Ltd,539773,
2329,Akar Auto Industries Ltd,530621,
2330,Lahoti Overseas Ltd,531842,
2331,KIFS Financial Services Ltd,535566,
2332,Dynavision Ltd,517238,
2333,Pulsar International Ltd,512591,
2334,Loyal Textile Mills Ltd,514036,LOYALTEX
2335,Super Tannery Ltd,523842,
2336,Aarey Drugs & Pharmaceuticals Ltd,524412,AAREYDRUGS
2337,KKalpana Industries (India) Ltd,526409,
2338,Ganga Papers India Ltd,531813,
2339,Orissa Bengal Carrier Ltd,541206,OBCL
2340,Future Consumer Ltd,533400,FCONSUMER
2341,Flexituff Ventures International Ltd,533638,FLEXITUFF
2342,Samrat Pharmachem Ltd,530125,
2343,Duncan Engineering Ltd,504908,
2344,SAL Automotive Ltd,539353,
2345,Tokyo Plast International Ltd,500418,TOKYOPLAST
2346,Motor & General Finance Ltd,501343,MOTOGENFIN
2347,Munoth Capital Markets Ltd,511200,
2348,Yuvraaj Hygiene Products Ltd,531663,
2349,Constronics Infra Ltd,523844,
2350,Jasch Industries Ltd,500220,
2351,GSS Infotech Ltd,532951,GSS
2352,Virat Crane Industries Ltd,519457,
2353,Virat Leasing Ltd,539167,
2354,Radhe Developers (India) Ltd,531273,
2355,Indsil Hydro Power & Manganese Ltd,522165,
2356,S. V. J. Enterprises Ltd,543799,
2357,Chartered Logistics Ltd,531977,
2358,BCPL Railway Infrastructure Ltd,542057,
2359,Prabhat Technologies (India) Ltd,540027,
2360,Indian Acrylics Ltd,514165,
2361,Wardwizard Foods & Beverages Ltd,539132,
2362,Vedavaag Systems Ltd,533056,
2363,Rishi Laser Ltd,526861,
2364,Flomic Global Logistics Ltd,504380,
2365,Bhagwati Autocast Ltd,504646,
2366,Hindustan Hardy Ltd,505893,
2367,Royal Cushion Vinyl Products Ltd,526193,
2368,Amarjothi Spinning Mills Ltd,521097,
2369,Garg Furnace Ltd,530615,
2370,Chowgule Steamships Ltd,501833,
2371,Baroda Extrusion Ltd,513502,
2372,Shetron Ltd,526137,
2373,James Warren Tea Ltd,538564,
2374,Landmark Property Development Company Ltd,533012,LPDC
2375,Tomorrow Technologies Global Innovations Ltd,512018,
2376,SagarSoft (India) Ltd,540143,
2377,Athena Global Technologies Ltd,517429,
2378,AAA Technologies Ltd,543671,AAATECH
2379,Deepak Spinners Ltd,514030,
2380,Patel Integrated Logistics Ltd,526381,PATINTLOG
2381,Parnax Lab Ltd,506128,
2382,Mohite Industries Ltd,532140,
2383,Accel Ltd,517494,
2384,Atam Valves Ltd,543236,ATAM
2385,Tahmar Enterprises Ltd,516032,
2386,Suvidhaa Infoserve Ltd,543281,SUVIDHAA
2387,Acme Resources Ltd,539391,
2388,Gujarat Hotels Ltd,507960,
2389,HB Portfolio Ltd,532333,
2390,G V Films Ltd,523277,
2391,Fervent Synergies Ltd,533896,
2392,Wallfort Financial Services Ltd,532053,
2393,Shri Krishna Devcon Ltd,531080,
2394,Som Datt Finance Corporation Ltd,511571,
2395,Yamini Investment Company Ltd,511012,
2396,Hindustan Appliances Ltd,531918,
2397,Secmark Consultancy Ltd,543234,SECMARK
2398,Virya Resources Ltd,512479,
2399,SGL Resources Ltd,526544,
2400,Nagreeka Exports Ltd,521109,NAGREEKEXP
2401,Expo Gas Containers Ltd,526614,
2402,Winsome Breweries Ltd,526471,
2403,Suraj Industries Ltd,526211,
2404,Caspian Corporate Services Ltd,534732,
2405,Dhatre Udyog Ltd,540080,
2406,Sundaram Multi Pap Ltd,533166,SUNDARAM
2407,Resonance Specialities Ltd,524218,
2408,Raaj Medisafe India Ltd,524502,
2409,Vippy Spinpro Ltd,514302,
2410,Mercury Laboratories Ltd,538964,
2411,Indrayani Biotech Ltd,526445,
2412,Orchasp Ltd,532271,ORCHASP
2413,Chandrima Mercantiles Ltd,540829,
2414,Gujchem Distillers India Ltd,506640,
2415,Trescon Ltd,532159,
2416,Gujarat Containers Ltd,513507,
2417,Ahmedabad Steelcraft Ltd,522273,
2418,COSCO (India) Ltd,530545,
2419,Hisar Metal Industries Ltd,590018,HISARMETAL
2420,Vishal Bearings Ltd,539398,
2421,Shri Vasuprada Plantations Ltd,538092,
2422,Zenith Steel Pipes & Industries Ltd,531845,ZENITHSTL
2423,Shervani Industrial Syndicate Ltd,526117,
2424,Mukesh Babu Financial Services Ltd,530341,
2425,Adroit Infotech Ltd,532172,ADROITINFO
2426,WEP Solutions Ltd,532373,
2427,Vikram Kamats Hospitality Ltd,539659,
2428,Prerna Infrabuild Ltd,531802,
2429,Puretrop Fruits Ltd,530077,
2430,Anmol India Ltd,542437,ANMOL
2431,Remedium Lifecare Ltd,539561,
2432,Eco Hotels and Resorts Ltd,514402,
2433,Srestha Finvest Ltd,539217,
2434,Kavveri Defence & Wireless Technologies Ltd,590041,KAVVERITEL
2435,Asit C Mehta Financial Services ltd,530723,
2436,Rolcon Engineering Company Ltd,505807,
2437,WSFX Global Pay Ltd,511147,
2438,Paras Petrofils Ltd,521246,PARASPETRO
2439,Shalimar Wires Industries Ltd,532455,
2440,Ansal Properties & Infrastructure Ltd,500013,ANSALAPI
2441,Anjani Foods Ltd,511153,
2442,Welcure Drugs & Pharmaceuticals Ltd,524661,
2443,Barak Valley Cements Ltd,532916,BVCL
2444,Maestros Electronics & Telecommun. Systems Ltd,538401,
2445,Shah Alloys Ltd,513436,SHAHALLOYS
2446,Aimco Pesticides Ltd,524288,
2447,Source Natural Foods & Herbal Supplements Ltd,531398,
2448,Panyam Cements & Mineral Industries Ltd,500322,
2449,Parle Industries Ltd,532911,
2450,Titan Securities Ltd,530045,
2451,Mysore Petro Chemicals Ltd,506734,
2452,Sprayking Ltd,540079,
2453,Nilachal Refractories Ltd,502294,
2454,SEL Manufacturing Company Ltd,532886,SELMC
2455,Eros International Media Ltd,533261,EROSMEDIA
2456,SKP Securities Ltd,531169,
2457,Facor Alloys Ltd,532656,
2458,Cravatex Ltd,509472,
2459,Makers Laboratories Ltd,506919,
2460,J A Finance Ltd,543860,
2461,Energy Development Company Ltd,532219,ENERGYDEV
2462,Kothari Fermentation & Biochem Ltd,507474,
2463,Shristi Infrastructure Development Corporation Ltd,511411,
2464,Remi Edelstahl Tubulars Ltd,513043,
2465,Palco Metals Ltd,539121,
2466,Dhruva Capital Services Ltd,531237,
2467,Supra Pacific Financial Services Ltd,540168,
2468,Morgan Ventures Ltd,526237,
2469,Toyam Sports Ltd,538607,
2470,Alkali Metals Ltd,533029,ALKALI
2471,Ansal Buildwell Ltd,523007,
2472,AMD Industries Ltd,532828,AMDIND
2473,ARC Finance Ltd,540135,
2474,Haryana Capfin Ltd,532855,
2475,Dutron Polymers Ltd,517437,
2476,Kemistar Corporation Ltd,531163,
2477,Saboo Sodium Chloro Ltd,530461,
2478,Nidhi Granites Ltd,512103,
2479,Saptarishi Agro Industries Ltd,519238,
2480,Ashnoor Textile Mills Ltd,507872,
2481,Amrapali Industries Ltd,526241,
2482,Orient Press Ltd,526325,ORIENTLTD
2483,Terai Tea Co Ltd,530533,
2484,Apoorva Leasing Finance & Investment Co Ltd,539545,
2485,Cinevista Ltd,532324,CINEVISTA
2486,Archit Organosys Ltd,524640,
2487,Royale Manor Hotels & Industries Ltd,526640,
2488,Agri-Tech (India) Ltd,537292,AGRITECH
2489,Arshiya Ltd,506074,ARSHIYA
2490,Luharuka Media & Infra Ltd,512048,
2491,Krishanveer Forge Ltd,513369,
2492,Choksi Laboratories Ltd,526546,
2493,Dhanashree Electronics Ltd,542679,
2494,Pioneer Investcorp Ltd,507864,
2495,Ceenik Exports (India) Ltd,531119,
2496,Vivid Mercantile Ltd,542046,
2497,Ishan Dyes and chemicals Ltd,531109,ISHANCH
2498,Astal Laboratories Ltd,512600,
2499,Dhampure Speciality Sugars Ltd,531923,
2500,SKIL Infrastructure Ltd,539861,SKIL
2501,Transcorp International Ltd,532410,
2502,Kesar Terminals & Infrastructure Ltd,533289,
2503,Relicab Cable Manufacturing Ltd,539760,
2504,Shekhawati Industries Ltd,533301,SHEKHAWATI
2505,Mefcom Capital Markets Ltd,531176,
2506,Sky Industries Ltd,526479,
2507,Sharika Enterprises Ltd,540786,
2508,Yarn Syndicate Ltd,514378,
2509,Rama Vision Ltd,523289,
2510,Kaizen Agro Infrabuild Ltd,538833,
2511,Shreeji Translogistics Ltd,540738,
2512,APM Industries Ltd,523537,
2513,BSEL ALGO Ltd,532123,
2514,BLB Ltd,532290,BLBLIMITED
2515,Prabhhans Industries Ltd,530361,
2516,Banaras Beads Ltd,526849,BANARBEADS
2517,Rajasthan Tube Manufacturing Co Ltd,530253,
2518,AKI India Ltd,542020,AKI
2519,Unique Organics Ltd,530997,
2520,Welcast Steels Ltd,504988,
2521,Supra Trends Ltd,511539,
2522,Kesar Enterprises Ltd,507180,
2523,Real Touch Finance Ltd.,538611,
2524,IEL Ltd,524614,
2525,Aspira Pathlab & Diagnostics Ltd,540788,
2526,Polychem Ltd,506605,
2527,Banas Finance Ltd,509053,
2528,Abhinav Capital Services Ltd,532057,
2529,T & I Global Ltd,522294,
2530,Rajnish Wellness Ltd,541601,
2531,F Mec International Financial Services Ltd,539552,
2532,Kapil Raj Finance Ltd,539679,
2533,LCC Infotech Ltd,532019,LCCINFOTEC
2534,Superior Industrial Enterprises Ltd,519234,
2535,Gujarat Credit Corporation Ltd,511441,
2536,Ind-Swift Ltd,524652,INDSWFTLTD
2537,Dhanalaxmi Roto Spinners Ltd,521216,
2538,Noida Toll Bridge Company Ltd,532481,NOIDATOLL
2539,Kovilpatti Lakshmi Roller Flour Mills Ltd,507598,
2540,Bhudevi Infra Projects Ltd,526488,
2541,Veeram Securities Ltd,540252,
2542,Sai Capital Ltd,531931,
2543,Biofil Chemicals & Pharmaceuticals Ltd,524396,BIOFILCHEM
2544,Vasundhara Rasayans Ltd,538634,
2545,Minal Industries Ltd,522235,
2546,Jattashankar Industries Ltd,514318,
2547,Ampvolts Ltd,535719,
2548,Riddhi Corporate Services Ltd,540590,
2549,Midwest Gold Ltd,526570,
2550,Reliable Data Services Ltd,544207,RELIABLE
2551,VSF Projects Ltd,519331,
2552,Kanishk Steel Industries Ltd,513456,
2553,Ansal Housing Ltd,507828,
2554,Perfectpac Ltd,526435,
2555,3P Land Holdings Ltd,516092,3PLAND
2556,Elixir Capital Ltd,531278,
2557,NCL Research and Financial Services Ltd,530557,
2558,Phoenix International Ltd,526481,
2559,Twenty First Century Management Services Ltd,526921,21STCENMGM
2560,Damodar Industries Ltd,521220,DAMODARIND
2561,P. H. Capital Ltd,500143,
2562,Gayatri Sugars Ltd,532183,
2563,Himalaya Food International Ltd,526899,
2564,Sellwin Traders Ltd,538875,
2565,Creative Castings Ltd,539527,
2566,Riba Textiles Ltd,531952,
2567,East West Freight Carriers Ltd,540006,
2568,Everlon Financials Ltd,514358,
2569,Aplab Ltd,517096,
2570,Anjani Synthetics Ltd,531223,
2571,Osiajee Texfab Ltd,540198,
2572,Transwarranty Finance Ltd,532812,TFL
2573,Flex Foods Ltd,523672,
2574,California Software Company Ltd,532386,CALSOFT
2575,Porwal Auto Components Ltd,532933,
2576,TPI India Ltd,500421,
2577,Universal Starch Chem Allied Ltd,524408,
2578,Bang Overseas Ltd,532946,BANG
2579,Divyashakti Ltd,526315,
2580,Digjam Ltd,539979,DIGJAMLMTD
2581,Universal Autofoundry Ltd,539314,
2582,Sunil Healthcare Ltd,537253,
2583,Jeevan Scientific Technology Ltd,538837,
2584,Eiko Lifesciences Ltd,540204,
2585,Tulsyan NEC Ltd,513629,
2586,KBS India Ltd,530357,
2587,Lykis Ltd,530689,
2588,Blue Coast Hotels Ltd,531495,BLUECOAST
2589,Vivo Bio Tech Ltd,511509,
2590,Polylink Polymers (India) Ltd,531454,
2591,Jamshri Realty Ltd,502901,
2592,Gujarat Poly Electronics Ltd,517288,
2593,Delta Manufacturing Ltd,504286,DELTAMAGNT
2594,SecureKloud Technologies Ltd,512161,SECURKLOUD
2595,Celebrity Fashions Ltd,532695,CELEBRITY
2596,VMS Industries Ltd,533427,
2597,Super Crop Safe Ltd,530883,
2598,Kore Foods Ltd,500458,
2599,Simran Farms Ltd,519566,
2600,E-Land Apparel Ltd,532820,
2601,Oriental Trimex Ltd,532817,ORIENTALTL
2602,Skyline Millars Ltd,505650,
2603,Chartered Capital & Investment Ltd,511696,
2604,Gogia Capital Growth Ltd,531600,
2605,Krypton Industries Ltd,523550,
2606,Bombay Cycle & Motor Agency Ltd,501430,
2607,Chrome Silicon Ltd,513005,
2608,Gujarat Craft Industries Ltd,526965,
2609,Shiva Mills Ltd,540961,SHIVAMILLS
2610,Arunis Abode Ltd,526935,
2611,Arnold Holdings Ltd,537069,
2612,Nakoda Group of Industries Ltd,541418,NGIL
2613,Meera Industries Ltd,540519,
2614,Vistar Amar Ltd,538565,
2615,Acknit Industries Ltd,530043,
2616,Binny Mills Ltd,535620,
2617,Raj Oil Mills Ltd,533093,ROML
2618,Le Lavoir Ltd,539814,
2619,Biogen Pharmachem Industries Ltd,531752,
2620,Grovy India Ltd,539522,
2621,Ovobel Foods Ltd,530741,
2622,Sampre Nutritions Ltd,530617,
2623,Fundviser Capital (India) Ltd,530197,
2624,Atlas Cycles (Haryana) Ltd,505029,ATLASCYCLE
2625,Elegant Marbles and Grani Industries Ltd,526705,
2626,Comfort Fincap Ltd,535267,
2627,Alfa Transformers Ltd,517546,
2628,Sam Industries Ltd,532005,
2629,Hariyana Ship Breakers Ltd,526931,
2630,Balkrishna Paper Mills Ltd,539251,BALKRISHNA
2631,Tree House Education & Accessories Ltd,533540,TREEHOUSE
2632,Vinny Overseas Ltd,543670,VINNY
2633,Simplex Realty Ltd,503229,
2634,Rasi Electrodes Ltd,531233,
2635,Pradhin Ltd,530095,
2636,Franklin Industries Ltd,540190,
2637,Onix Solar Energy Ltd,513119,
2638,Godavari Drugs Ltd,530317,
2639,Inter Globe Finance Ltd,511391,
2640,Anirit Ventures Ltd,530705,
2641,Narmada Agrobase Ltd,543643,NARMADA
2642,Starlog Enterprises Ltd,520155,
2643,New Light Apparels Ltd,540243,
2644,Swarnsarita Jewels India Ltd,526365,
2645,Continental Petroleums Ltd,523232,
2646,Diligent Media Corporation Ltd,540789,DNAMEDIA
2647,Crestchem Ltd,526269,
2648,NRB Industrial Bearings Ltd,535458,NIBL
2649,Capfin India Ltd,539198,
2650,ARSS Infrastructure Projects Ltd,533163,ARSSINFRA
2651,Shree Krishna Paper Mills & Industries Ltd,500388,
2652,Jindal Hotels Ltd,507981,
2653,Shreyas Intermediates Ltd,526335,
2654,PCS Technology Ltd,517119,
2655,Aeonx Digital Technology Ltd,524594,
2656,Cerebra Integrated Technologies Ltd,532413,CEREBRAINT
2657,Real Eco-Energy Ltd,530053,
2658,Smiths & Founders (India) Ltd,513418,
2659,Malu Paper Mills Ltd,532728,MALUPAPER
2660,Mena Mani Industries Ltd,531127,
2661,BLS Infotech Ltd,531175,
2662,Astron Paper & Board Mill Ltd,540824,ASTRON
2663,Victoria Mills Ltd,503349,
2664,Cranex Ltd,522001,
2665,Sumedha Fiscal Services Ltd,530419,
2666,Keerthi Industries Ltd,518011,
2667,Alkosign Ltd,543453,
2668,Prime Property Development Corporation Ltd,530695,
2669,Rodium Realty Ltd,531822,
2670,Archies Ltd,532212,ARCHIES
2671,Ceeta Industries Ltd,514171,
2672,HOV Services Ltd,532761,HOVS
2673,Teesta Agro Industries Ltd,524204,
2674,Vista Pharmaceuticals Ltd,524711,
2675,Rathi Bars Ltd,532918,
2676,Ravikumar Distilleries Ltd,533294,RKDL
2677,Medi Caps Ltd,523144,
2678,Silver Oak (India) Ltd,531635,
2679,National Oxygen Ltd,507813,
2680,Karma Energy Ltd,533451,KARMAENG
2681,HCKK Ventures Ltd,539224,
2682,Palred Technologies Ltd,532521,PALREDTEC
2683,Joindre Capital Services Ltd,531861,
2684,Norben Tea & Exports Ltd,519528,NORBTEAEXP
2685,Spectrum Foods Ltd,531982,
2686,Shree Hari Chemicals Export Ltd,524336,
2687,Auto Pins (India) Ltd,531994,
2688,NHC Foods Ltd,517554,
2689,SVC Industries Ltd,524488,
2690,Cranes Software International Ltd,512093,
2691,Futuristic Solutions Ltd,534063,
2692,Ceejay Finance Ltd,530789,
2693,Containerway International Ltd,540597,
2694,ISL Consulting Ltd,511609,
2695,Bandaram Pharma Packtech Ltd,524602,
2696,ICDS Ltd,511194,ICDSLTD
2697,Betex India Ltd,512477,
2698,BAMPSL Securities Ltd,531591,
2699,Metal Coatings (India) Ltd,531810,
2700,Punjab Communications Ltd,500346,
2701,Jet Freight Logistics Ltd,543420,JETFREIGHT
2702,Tarapur Transformers Ltd,533203,TARAPUR
2703,Super Spinning Mills Ltd,521180,SUPERSPIN
2704,USG Tech Solutions Ltd,532402,
2705,IFL Enterprises Ltd,540377,
2706,Yash Chemex Ltd,539939,
2707,DSJ Keep Learning Ltd,526677,KEEPLEARN
2708,Simbhaoli Sugars Ltd,539742,SIMBHALS
2709,Sacheta Metals Ltd,531869,
2710,Ecoboard Industries Ltd,523732,
2711,Restile Ceramics Ltd,515085,
2712,Sambandam Spinning Mills Ltd,521240,
2713,HB Stockholdings Ltd,532216,HBSL
2714,Aro Granite Industries Ltd,513729,AROGRANITE
2715,Innovative Tech Pack Ltd,523840,
2716,Kay Power & Paper Ltd,530255,
2717,Globalspace Technologies Ltd,540654,
2718,Monotype India Ltd,505343,
2719,Satchmo Holdings Ltd,533202,
2720,Rasandik Engineering Industries India Ltd,522207,
2721,Sanrhea Technical Textile Ltd,514280,
2722,ERP Soft Systems Ltd,530909,
2723,Hiliks Technologies Ltd,539697,
2724,AD Manum Finance Ltd,511359,
2725,Thakral Services (India) Ltd,509015,
2726,Jetking Infotrain Ltd,517063,
2727,N G Industries Ltd,530897,
2728,ABC India Ltd,520123,
2729,Incap Ltd,517370,
2730,Oasis Securities Ltd,512489,
2731,Alan Scott Industries Ltd,539115,
2732,Katare Spinning Mills Ltd,502933,
2733,Johnson Pharmacare Ltd,532154,
2734,Arex Industries Ltd,526851,
2735,Wires & Fabriks (S.A) Ltd,507817,
2736,Modipon Ltd,503776,
2737,Seya Industries Ltd,524324,SEYAIND
2738,Dynamic Portfolio Management & Services Ltd,530779,
2739,Bheema Cements Ltd,518017,
2740,Saven Technologies Ltd,532404,
2741,Gujarat Terce Laboratories Ltd,524314,
2742,TCFC Finance Ltd,532284,
2743,Austin Engineering Company Ltd,522005,
2744,Ironwood Education Ltd,508918,
2745,Lee & Nee Software (Exports) Ltd,517415,
2746,Solitaire Machine Tools Ltd,522152,
2747,Orient Beverages Ltd,507690,
2748,Sandu Pharmaceuticals Ltd,524703,
2749,Ram Info Ltd,530951,
2750,SPA Capital Services Ltd,542376,
2751,Jagan Lamps Ltd,530711,
2752,Aastamangalam Finance Ltd,511764,
2753,Nam Securities Ltd,538395,
2754,Kiduja India Ltd,507946,
2755,The Phosphate Company Ltd,542123,
2756,Swasti Vinayaka Synthetics Ltd,510245,
2757,Transchem Ltd,500422,
2758,Pressure Sensitive Systems (India) Ltd,526773,
2759,Growington Ventures India Ltd,539222,
2760,Gorani Industries Ltd,531608,
2761,Warren Tea Ltd,508494,
2762,National Plastic Industries Ltd,526616,
2763,Manugraph India Ltd,505324,MANUGRAPH
2764,CCL International Ltd,531900,
2765,Manjeera Constructions Ltd,533078,
2766,Salem Erode Investments Ltd,540181,
2767,Nova Iron & Steel Ltd,513566,
2768,G S Auto International Ltd,513059,
2769,Fine Line Circuits Ltd,517264,
2770,Siti Networks Ltd,532795,SITINET
2771,Conart Engineers Ltd,522231,
2772,Kamadgiri Fashion Ltd,514322,
2773,Gini Silk Mills Ltd,531744,
2774,Colorchips New Media Ltd,540023,
2775,Kalyan Capitals Ltd,538778,
2776,GTN Industries Ltd,500170,
2777,Madhucon Projects Ltd,531497,MADHUCON
2778,Sri KPR Industries Ltd,514442,
2779,Oceanic Foods Ltd,540405,
2780,Dhanlaxmi Fabrics Ltd,521151,
2781,Gita Renewable Energy Ltd,539013,
2782,SRU Steels Ltd,540914,
2783,Mehta Housing Finance Ltd,511740,
2784,Pan India Corporation Ltd,511525,
2785,Enbee Trade & Finance Ltd,512441,
2786,Shalimar Productions Ltd,512499,
2787,Envair Electrodyne Ltd,500246,
2788,Sharanam Infraproject & Trading Ltd,539584,
2789,Roopa Industries Ltd,530991,
2790,Ambica Agarbathies Aroma & Industries Ltd,532335,AMBICAAGAR
2791,Shangar Decor Ltd,540259,
2792,Savani Financials Ltd,511577,
2793,Contil India Ltd,531067,
2794,TECIL Chemical & Hydro Power Ltd,506680,TECILCHEM
2795,Kanani Industries Ltd,506184,KANANIIND
2796,Shri Niwas Leasing & Finance Ltd,538897,
2797,Mediaone Global Entertainment Ltd,503685,
2798,Narmada Macplast Drip Irrigation Systems Ltd,517431,
2799,Jumbo Bag Ltd,516078,
2800,Trans India House Impex Ltd,523752,
2801,Starcom Information Technology Ltd,531616,
2802,India Home Loans Ltd,530979,
2803,Tejnaksh Healthcare Ltd,539428,
2804,Modern Engineering and Projects Ltd,539762,
2805,Baba Arts Ltd,532380,
2806,PBM Polytex Ltd,514087,
2807,Gayatri BioOrganics Ltd,524564,
2808,Deccan Health Care Ltd,542248,
2809,GACM Technologies Ltd,531723,GATECH
2810,Morarka Finance Ltd,511549,
2811,Ladderup Finance Ltd,530577,
2812,Artefact Projects Ltd,531297,
2813,Krishna Ventures Ltd,504392,
2814,Tirupati Sarjan Ltd,531814,
2815,Addi Industries Ltd,507852,
2816,Hardcastle & Waud Mfg Co Ltd,509597,
2817,Ind Bank Housing Ltd,523465,
2818,Hemadri Cements Ltd,502133,
2819,Country Condos Ltd,531624,COUNCODOS
2820,Rapicut Carbides Ltd,500360,
2821,Associated Ceramics Ltd,531168,
2822,Akshar Spintex Ltd,541303,AKSHAR
2823,Tatia Global Venture Ltd,521228,
2824,Jupiter Infomedia Ltd,534623,
2825,Diana Tea Company Ltd,530959,
2826,SJ Corporation Ltd,504398,
2827,K G Denim Ltd,500239,
2828,M M Rubber Co Ltd,509196,
2829,Kenvi Jewels Ltd,540953,
2830,We Win Ltd,543535,WEWIN
2831,My Money Securities Ltd,538862,
2832,Ajcon Global Services Ltd,511692,
2833,Swojas Foods Ltd,530217,
2834,Quasar India Ltd,538452,
2835,Yash Trading & Finance Ltd,512345,
2836,Pearl Polymers Ltd,523260,PEARLPOLY
2837,Ashoka Metcast Ltd,540923,ASHOKAMET
2838,MKP Mobility Ltd,521244,
2839,Acrow India Ltd,513149,
2840,Shashijit Infraprojects Ltd,540147,
2841,KJMC Financial Services Ltd,530235,
2842,Kreon Finnancial Services Ltd,530139,
2843,EL Forge Ltd,531144,
2844,Advance Metering Technology Ltd,534612,
2845,Gokak Textiles Ltd,532957,
2846,Next Mediaworks Ltd,532416,NEXTMEDIA
2847,Sujala Trading & Holdings Ltd,539117,
2848,Alfavision Overseas (India) Ltd,531156,
2849,IndiaNivesh Ltd,501700,
